,ID#,Clusters,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
2003,2020,0,137778,0,3,1,1,19557,18,0,0,4599,0
2004,2021,1,354807,0,1,1,1,6000,12,3500,11,4597,1
2005,2022,2,3056,0,1,1,1,1200,3,0,0,4363,0
2006,2023,0,101901,0,1,2,1,17898,22,100,1,4433,0
2007,2024,2,34182,0,1,1,1,0,0,0,0,3967,0
2008,2025,2,7371,0,1,1,1,1375,4,0,0,4505,0
2009,2026,4,178733,0,3,1,1,26465,22,1800,4,4537,1
2010,2027,0,87553,0,3,1,1,15681,14,0,0,4547,0
2011,2028,2,14614,0,1,1,1,2275,3,0,0,4567,1
2012,2029,0,91259,0,5,1,1,60609,12,0,0,4531,0
2013,2030,2,23997,0,1,1,1,250,2,250,2,4204,0
2014,2031,2,37202,0,1,1,1,15000,4,0,0,4511,0
2015,2032,0,53232,888,4,1,1,80696,65,22100,45,3831,1
2016,2033,2,54594,0,3,1,1,14402,14,0,0,4233,0
2017,2034,2,57474,0,2,1,1,5535,7,0,0,4364,0
2018,2035,2,20111,0,1,1,1,5653,12,0,0,4468,1
2019,2036,2,45950,0,4,1,1,38921,22,750,2,4302,1
2020,2037,0,67948,0,1,1,1,2750,5,650,3,4226,1
2021,2038,4,216498,0,4,1,1,43083,24,2500,5,4440,0
2022,2039,0,100649,0,1,1,1,4000,3,500,1,4457,1
2023,2040,2,52713,0,3,1,1,16273,13,100,1,4449,0
2024,2041,4,186892,0,5,1,1,63444,13,500,1,3732,0
2025,2042,2,11690,0,3,1,1,17615,17,0,0,4417,1
2026,2043,0,144697,0,1,1,1,2000,1,0,0,4420,0
2027,2044,0,75179,0,1,1,1,1015,2,0,0,4118,0
2028,2045,2,19850,0,1,1,1,500,1,500,1,4376,1
2029,2046,0,96154,0,1,1,1,7052,15,0,0,4433,0
2030,2047,2,55778,0,1,1,1,6500,12,500,1,3704,0
2031,2048,2,36227,0,2,1,1,7230,14,0,0,3736,0
2032,2049,0,93848,0,1,1,1,1600,4,1500,3,4475,0
2033,2050,2,41153,0,4,1,1,28686,15,0,0,4404,0
2034,2051,2,20789,0,1,1,1,0,0,0,0,4279,0
2035,2052,0,121992,6057,1,1,1,3200,4,600,2,4257,0
2036,2053,2,37911,0,1,1,1,2250,11,0,0,4385,0
2037,2054,4,233656,0,4,1,1,41941,14,500,1,4266,0
2038,2055,2,41133,0,1,1,1,635,3,0,0,4419,1
2039,2056,0,60864,0,3,1,1,23364,19,50,1,4436,1
2040,2057,0,90526,0,1,1,1,2000,9,0,0,4488,0
2041,2058,2,15148,0,1,1,1,15148,3,0,0,269,0
2042,2059,2,5393,0,1,1,1,0,0,0,0,4517,0
2043,2060,2,434,0,1,1,1,15530,5,0,0,3628,1
2044,2061,0,81055,0,3,1,1,14344,14,0,0,4610,0
2045,2062,2,31360,0,1,1,1,821,7,0,0,4488,0
2046,2063,4,156885,0,4,1,1,38601,19,0,0,4534,1
2047,2064,2,4148,0,1,3,1,13504,18,0,0,4607,1
2048,2065,0,63820,0,3,1,1,13981,15,0,0,4608,0
2049,2066,1,379744,2081,1,1,1,19191,17,1850,11,4608,1
2050,2067,0,76659,0,1,1,1,0,0,0,0,4608,1
2051,2068,2,40724,0,4,1,1,29481,14,0,0,4007,1
2052,2069,0,146173,0,3,1,1,13871,17,0,0,4414,1
2053,2070,2,26055,0,1,1,1,647,9,0,0,4464,0
2054,2071,2,68,0,1,1,1,590,1,0,0,3937,0
2055,2072,2,50001,0,1,1,1,4853,12,0,0,4023,0
2056,2073,0,122506,0,3,1,1,21022,13,0,0,4408,1
2057,2074,0,126886,0,2,1,1,9120,17,0,0,4044,0
2058,2075,2,42342,0,1,1,1,11408,23,11408,23,4331,0
2059,2076,2,58898,0,1,1,1,23050,15,50,1,4328,1
2060,2077,2,45735,0,1,1,1,10085,3,0,0,4239,0
2061,2078,0,77225,0,4,1,1,30646,15,0,0,4282,0
2062,2079,2,59874,0,1,1,1,0,0,0,0,3986,1
2063,2080,2,30868,0,1,1,1,405,3,0,0,4226,1
2064,2081,2,34257,0,1,1,1,2010,4,0,0,4309,0
2065,2082,2,42639,0,2,1,1,7366,12,0,0,4181,0
2066,2083,2,771,0,1,1,1,40256,4,0,0,4203,1
2067,2084,0,89708,0,1,1,1,8000,4,0,0,3173,0
2068,2085,0,75892,0,2,1,1,8738,15,0,0,4160,1
2069,2086,0,140918,0,4,1,1,69760,32,0,0,3883,1
2070,2087,1,475338,0,4,1,1,39680,22,700,4,3355,0
2071,2088,2,14426,0,1,1,1,0,0,0,0,4096,0
2072,2089,2,29559,0,4,1,1,28969,16,0,0,4236,1
2073,2090,0,113113,0,3,1,1,10736,13,0,0,4307,0
2074,2091,0,73027,0,4,1,1,34002,19,0,0,4063,1
2075,2092,2,17386,0,1,1,1,0,0,0,0,3771,0
2076,2093,2,9310,0,1,1,1,500,1,500,1,4272,0
2077,2094,2,11023,0,1,1,1,0,0,0,0,4328,0
2078,2095,2,55406,0,4,1,1,38118,18,500,1,4310,1
2079,2096,2,47638,0,1,1,1,0,0,0,0,3739,0
2080,2097,2,30040,0,2,1,1,8636,8,500,1,3873,1
2081,2098,2,24787,0,1,1,1,1000,1,0,0,3930,0
2082,2099,2,40758,0,1,1,1,3500,4,1000,2,4299,0
2083,2100,2,726,0,1,1,1,0,0,0,0,4268,1
2084,2101,2,40686,0,1,1,1,260,2,0,0,4177,0
2085,2102,2,16626,0,1,1,1,2500,13,0,0,4329,0
2086,2103,2,18944,0,1,1,1,300,3,300,3,3932,0
2087,2104,0,114949,0,5,1,1,87136,24,600,2,4294,1
2088,2105,2,32522,0,1,1,1,5971,4,471,2,4042,0
2089,2106,0,86533,0,1,1,1,3700,4,700,2,3600,0
2090,2107,4,166470,0,2,1,1,9574,16,0,0,4194,0
2091,2108,2,10797,0,1,1,1,0,0,0,0,3581,1
2092,2109,0,131618,0,4,1,1,46473,16,0,0,4274,0
2093,2110,0,77523,1112,1,1,1,11050,5,1000,2,4274,1
2094,2111,2,47905,0,3,1,1,14575,16,2000,4,4245,1
2095,2112,2,28695,0,1,1,1,0,0,0,0,4173,0
2096,2113,2,15253,0,2,1,1,5427,8,0,0,4373,0
2097,2114,4,193818,0,3,1,1,16327,13,0,0,3768,1
2098,2115,2,30556,0,1,1,1,950,5,550,3,4361,0
2099,2116,2,22678,0,1,1,1,2125,7,0,0,4068,0
2100,2117,0,89430,0,3,1,1,24314,18,0,0,1547,0
2101,2118,2,26522,0,3,1,1,18479,13,0,0,4358,1
2102,2119,2,59913,0,1,1,1,2210,5,150,1,3481,0
2103,2120,2,16516,0,1,1,1,500,1,0,0,4275,0
2104,2121,2,49050,0,3,1,1,18436,16,0,0,2426,0
2105,2122,2,27981,0,5,1,1,63004,17,0,0,2921,1
2106,2123,2,4939,0,1,1,1,1000,1,0,0,2515,1
2107,2124,2,26077,0,1,1,1,6768,4,0,0,3487,1
2108,2125,0,110893,0,1,1,1,4653,6,0,0,3645,0
2109,2126,2,56455,0,1,1,1,6000,3,0,0,4218,0
2110,2127,2,32699,0,1,1,1,1500,2,500,1,3167,0
2111,2128,0,109790,0,1,1,1,16108,4,0,0,3123,0
2112,2129,4,166681,0,5,1,1,107645,25,0,0,3287,1
2113,2130,0,145233,0,1,1,1,9366,5,4866,3,2626,1
2114,2131,2,1054,0,1,1,1,15147,3,0,0,3133,1
2115,2132,2,27532,0,1,1,1,4639,13,0,0,3939,0
2116,2133,2,62464,0,1,1,1,5675,16,500,1,3820,0
2117,2134,2,4041,0,1,1,1,0,0,0,0,3344,0
2118,2135,2,28138,0,1,1,1,6330,29,0,0,3847,1
2119,2136,2,33010,0,1,1,1,0,0,0,0,3915,0
2120,2137,2,45687,0,1,1,1,45,2,0,0,2269,0
2121,2138,2,12981,0,1,1,1,0,0,0,0,4246,1
2122,2139,4,168246,1514,1,1,1,4600,4,100,2,4103,1
2123,2140,0,75505,0,4,1,1,30850,17,500,1,4007,0
2124,2141,2,55591,0,2,1,1,8817,13,0,0,3693,0
2125,2142,2,37358,0,4,1,1,50488,19,0,0,3967,1
2126,2143,2,33803,0,1,1,1,6100,34,0,0,4079,0
2127,2144,2,2500,0,1,1,1,2500,1,0,0,3717,0
2128,2145,0,140527,0,1,1,1,3500,14,0,0,4023,0
2129,2146,2,5360,0,1,1,1,0,0,0,0,4392,0
2130,2147,0,124430,0,2,1,1,15523,17,1200,8,4054,1
2131,2148,4,240007,0,4,1,1,46771,14,0,0,4048,0
2132,2149,4,245021,0,3,1,1,13639,15,180,1,3984,0
2133,2150,0,53518,0,5,1,1,73933,30,400,1,3930,1
2134,2151,0,122545,0,1,1,1,269,4,250,1,3834,1
2135,2152,4,192889,0,1,1,1,10500,5,0,0,4096,0
2136,2153,4,227776,0,4,1,1,47286,19,2276,5,3980,0
2137,2154,2,37833,0,4,1,1,48172,15,500,1,3551,1
2138,2155,2,48256,0,1,1,1,9690,2,0,0,3979,0
2139,2156,0,99704,2704,2,1,1,15750,12,0,0,4106,0
2140,2157,1,394999,0,1,1,1,4150,5,150,3,3599,0
2141,2158,0,82497,0,1,1,1,0,0,0,0,3565,0
2142,2159,2,15326,7663,1,1,1,0,0,0,0,4140,0
2143,2160,2,32619,0,1,1,1,1070,7,0,0,3846,0
2144,2161,2,57017,0,1,1,1,2495,11,0,0,3854,0
2145,2162,4,252741,0,4,1,1,29296,19,635,3,4189,0
2146,2163,2,49375,0,3,1,1,23628,14,0,0,3797,0
2147,2164,2,25341,0,1,1,1,38,4,0,0,3995,1
2148,2165,2,45150,0,3,1,1,18907,13,0,0,4141,0
2149,2166,4,187462,0,1,1,1,10500,5,500,4,3953,0
2150,2167,2,19132,0,2,1,1,9124,17,0,0,3915,0
2151,2168,4,196967,0,3,1,1,38490,37,9550,20,4008,1
2152,2169,2,13040,0,1,1,1,500,1,0,0,3972,0
2153,2170,4,184301,0,1,1,1,6454,13,3954,12,4010,0
2154,2171,2,36294,0,1,1,1,0,0,0,0,3956,0
2155,2172,0,89840,0,2,1,1,7048,14,0,0,3819,0
2156,2173,2,6914,0,1,1,1,1500,1,0,0,3915,1
2157,2174,2,28493,0,3,1,1,21845,22,300,1,3932,1
2158,2175,0,111793,0,1,1,1,500,1,0,0,4057,0
2159,2176,2,18700,0,1,1,1,870,2,0,0,3995,0
2160,2177,2,53957,0,1,1,1,7000,4,500,1,4133,0
2161,2178,0,135770,0,1,1,1,4700,5,200,3,4215,1
2162,2179,4,189784,0,4,1,1,35464,18,2197,4,4190,1
2163,2180,0,60076,0,4,1,1,45582,9,0,0,3935,0
2164,2181,2,3522,0,1,1,1,3522,4,0,0,3916,0
2165,2182,2,36736,0,1,1,1,0,0,0,0,4134,0
2166,2183,0,100634,0,1,3,1,69669,28,1540,12,4193,1
2167,2184,0,88918,0,2,1,1,5537,14,0,0,4180,1
2168,2185,4,245045,0,1,1,1,25039,16,500,1,4173,0
2169,2186,2,37948,0,3,1,1,19213,43,0,0,3914,1
2170,2187,0,81552,0,2,1,1,7703,8,0,0,3855,0
2171,2188,0,118067,0,2,1,1,8715,12,0,0,3718,1
2172,2189,4,268314,0,4,1,1,29968,14,500,1,3869,0
2173,2190,0,135488,0,5,1,1,57787,16,0,0,4117,1
2174,2191,0,68243,0,2,1,1,10012,22,903,3,3888,0
2175,2192,2,56693,3953,2,1,1,20454,11,0,0,3893,1
2176,2193,4,194875,0,1,1,1,7550,6,1050,3,3831,1
2177,2194,4,206155,0,4,1,1,28447,17,0,0,3848,0
2178,2195,2,35425,0,1,1,1,4125,19,0,0,3834,0
2179,2196,4,161579,0,1,1,1,7688,21,5688,20,3811,0
2180,2197,2,11314,1000,1,1,1,741,4,0,0,3845,1
2181,2198,0,119531,0,5,1,1,60503,43,250,1,4002,0
2182,2199,2,48433,0,1,1,1,4300,5,800,3,3673,1
2183,2200,2,10872,0,1,1,1,4500,27,0,0,3882,0
2184,2201,0,109268,0,2,1,1,7401,17,750,1,4034,0
2185,2202,0,105160,0,3,1,1,20458,21,0,0,3732,0
2186,2203,0,90919,0,4,1,1,44430,17,0,0,3739,1
2187,2204,2,50230,0,1,1,1,4149,9,800,4,3727,1
2188,2205,0,74538,0,3,1,1,18835,21,0,0,2726,0
2189,2206,2,4606,0,1,1,1,4320,6,0,0,3501,1
2190,2207,0,61617,0,2,1,1,23495,13,0,0,3972,0
2191,2208,2,15275,0,1,1,1,75,2,0,0,2761,0
2192,2209,0,112891,0,1,1,1,500,1,500,1,3909,0
2193,2210,2,41176,0,1,1,1,7624,7,2624,4,3729,1
2194,2211,0,81251,0,1,1,1,19500,6,0,0,3958,1
2195,2212,2,18142,0,1,1,1,220,4,0,0,3638,0
2196,2213,2,16200,0,4,1,1,40455,17,0,0,3840,1
2197,2214,2,8913,0,1,1,1,2050,10,50,1,3630,0
2198,2215,2,14372,0,2,1,1,9042,13,0,0,3557,1
2199,2216,0,77965,0,4,1,1,41126,33,2683,7,3120,1
2200,2217,2,12271,500,2,1,1,7684,15,1000,2,4219,0
2201,2218,2,49874,0,4,1,1,39976,13,0,0,4293,1
2202,2219,2,35445,0,1,1,1,3379,9,0,0,4198,1
2203,2220,0,91755,0,1,1,1,5026,8,751,3,2676,0
2204,2221,2,33753,0,3,1,1,14961,14,500,1,3335,1
2205,2222,2,53750,0,3,1,1,23135,14,0,0,3736,0
2206,2223,0,110132,0,1,1,1,19000,5,0,0,3271,1
2207,2224,2,12221,0,1,1,1,511,4,0,0,3692,0
2208,2225,2,65519,0,1,1,1,0,0,0,0,4150,0
2209,2227,2,47291,0,1,1,1,1350,4,350,3,2336,1
2210,2228,0,124564,0,3,1,1,11026,13,0,0,3840,0
2211,2229,2,24111,0,2,1,1,9374,16,0,0,3802,1
2212,2230,2,35801,0,1,1,1,3337,13,0,0,3743,1
2213,2231,0,150972,0,1,1,1,2700,3,700,2,3645,1
2214,2232,4,292023,0,1,1,1,14125,12,3250,7,3683,1
2215,2233,2,47090,0,1,1,1,0,0,0,0,3726,0
2216,2234,2,1300,0,1,1,1,454,11,0,0,3691,1
2217,2235,0,109103,2370,1,1,1,19600,27,7600,24,3739,1
2218,2236,0,101057,0,1,1,1,13650,11,2150,9,3600,1
2219,2237,2,20900,0,1,1,1,1000,1,0,0,3685,0
2220,2238,2,46607,0,1,1,1,0,0,0,0,3727,0
2221,2239,2,33017,0,1,1,1,1069,7,250,1,3814,0
2222,2240,2,30729,0,3,1,1,16456,15,0,0,3795,1
2223,2241,2,35546,0,1,1,1,3376,10,0,0,3739,0
2224,2242,2,7845,0,1,1,1,265,3,0,0,3508,0
2225,2243,2,25788,0,1,1,1,4650,13,4650,13,3687,1
2226,2244,2,13543,0,1,1,1,1443,7,423,2,3811,1
2227,2245,2,16618,0,1,1,1,897,5,0,0,3620,0
2228,2246,2,11548,0,1,1,1,1634,7,0,0,3837,0
2229,2247,2,22181,0,1,1,1,6245,15,0,0,3656,0
2230,2248,4,222312,0,4,1,1,29039,17,0,0,3721,0
2231,2249,2,25080,0,1,1,1,2060,12,0,0,3795,0
2232,2250,2,17964,0,1,1,1,5030,23,0,0,3783,1
2233,2251,4,155385,0,3,1,1,15267,12,0,0,3624,0
2234,2252,2,3977,0,1,1,1,0,0,0,0,3593,0
2235,2253,2,14620,0,1,1,1,0,0,0,0,2833,0
2236,2254,2,46882,0,1,1,1,0,0,0,0,3701,0
2237,2255,2,3350,0,1,1,1,65,3,0,0,3540,0
2238,2256,2,3049,0,1,1,1,0,0,0,0,3613,0
2239,2257,2,32377,0,1,1,1,250,2,250,2,3515,0
2240,2258,2,9396,0,1,1,1,860,5,350,2,3588,1
2241,2259,0,102669,0,2,1,1,6760,14,306,2,3265,1
2242,2260,2,26745,0,1,1,1,17547,9,0,0,3664,1
2243,2261,0,120576,0,4,1,1,36635,14,0,0,3823,1
2244,2262,2,7658,0,1,1,1,300,1,0,0,3231,0
2245,2263,2,11136,0,1,1,1,100,1,0,0,3571,1
2246,2264,4,168778,0,5,1,1,57060,20,500,1,3326,0
2247,2265,0,124979,0,3,1,1,14267,14,0,0,3720,0
2248,2266,2,35659,0,1,1,1,1102,9,0,0,3533,0
2249,2267,2,55996,867,3,1,1,12165,14,0,0,3582,0
2250,2268,0,65904,0,4,1,1,47224,35,5350,18,3655,1
2251,2269,0,125679,0,3,1,4,68151,27,650,1,3683,0
2252,2270,4,235312,0,5,1,1,56685,16,0,0,3476,0
2253,2271,2,64414,0,1,1,1,1952,12,0,0,2395,0
2254,2272,2,34204,0,1,1,1,16862,9,1700,5,3596,1
2255,2273,2,22384,0,1,1,1,0,0,0,0,3676,0
2256,2274,2,13381,0,1,1,1,1150,2,150,1,3312,0
2257,2275,2,10959,0,1,1,1,500,1,0,0,3469,1
2258,2276,2,28607,0,1,1,1,5943,5,0,0,2895,0
2259,2277,2,30686,0,1,1,1,6161,2,0,0,3596,0
2260,2278,2,8260,0,1,1,1,700,2,0,0,3673,0
2261,2279,0,61584,0,4,1,1,27937,14,0,0,3783,0
2262,2280,0,141594,0,2,1,1,30565,16,0,0,3776,0
2263,2281,0,114549,0,1,1,1,5000,4,1000,2,3760,1
2264,2282,0,64153,0,3,1,1,23563,19,0,0,3575,1
2265,2283,2,10000,0,1,1,1,790,3,0,0,3564,0
2266,2284,2,21839,0,1,1,1,853,3,119,1,3638,1
2267,2285,4,182704,5513,1,1,1,5850,12,3100,10,3820,1
2268,2286,0,92551,0,3,1,1,13755,13,500,1,3895,0
2269,2287,2,49353,0,4,1,1,34656,14,0,0,3540,1
2270,2288,2,21843,0,1,1,1,1411,9,0,0,3177,1
2271,2289,2,34072,0,1,1,1,500,1,0,0,3879,0
2272,2290,0,72962,0,4,1,1,28055,16,0,0,3869,1
2273,2291,0,99502,0,3,1,1,19678,28,600,2,4182,0
2274,2292,2,13250,0,3,1,1,17778,14,0,0,3861,1
2275,2293,0,98232,0,5,1,1,56687,14,500,1,3867,0
2276,2294,0,98895,0,4,1,1,89709,17,500,1,3854,1
2277,2295,0,119340,1000,1,1,1,400,5,400,5,3855,1
2278,2296,2,30171,0,1,3,1,15370,13,0,0,3853,0
2279,2297,0,105957,0,1,1,1,4881,12,0,0,3859,0
2280,2298,2,22548,0,1,1,1,3225,9,0,0,3852,0
2281,2299,0,89761,0,3,1,1,11965,13,0,0,3845,1
2282,2300,0,65263,0,1,1,1,22500,4,0,0,3844,0
2283,2301,0,128456,0,5,1,3,70125,28,0,0,3764,0
2284,2302,2,35203,0,1,1,1,1800,16,1800,16,3832,0
2285,2303,2,62023,0,1,1,1,750,4,550,1,3819,0
2286,2304,2,44197,0,1,1,1,2500,1,0,0,3831,0
2287,2305,0,104245,0,4,1,1,45589,14,0,0,3810,0
2288,2306,4,252520,0,4,1,1,43392,17,500,1,3818,0
2289,2307,0,85496,0,1,1,1,2799,7,2711,6,3820,0
2290,2308,2,49874,0,1,1,1,7200,9,1700,4,3817,1
2291,2309,0,109649,0,3,1,1,22136,13,0,0,3812,0
2292,2310,2,34379,0,3,1,1,13051,20,150,1,3805,1
2293,2311,2,56688,0,1,1,1,3550,10,1050,9,3812,1
2294,2312,2,48970,0,4,1,1,30872,14,0,0,3817,1
2295,2313,0,70789,0,5,1,1,76661,29,150,1,3810,1
2296,2314,2,24277,0,2,1,1,5330,5,0,0,3796,0
2297,2315,2,20308,0,3,1,1,19526,13,0,0,3797,1
2298,2316,0,111041,0,3,1,1,10252,12,0,0,3875,0
2299,2317,2,27904,0,2,1,1,6622,17,0,0,3793,0
2300,2318,0,128620,0,2,1,1,7747,12,0,0,3789,0
2301,2319,0,65340,2454,3,1,1,33795,11,500,1,3775,1
2302,2320,2,27135,0,1,1,1,4908,11,0,0,3783,0
2303,2321,2,32898,0,1,1,1,1000,1,0,0,3777,0
2304,2322,4,196922,0,4,1,1,40170,18,0,0,3755,0
2305,2323,4,196175,0,4,1,1,33886,13,0,0,3775,0
2306,2324,2,11457,0,1,1,1,705,3,0,0,3767,0
2307,2325,4,175344,0,4,1,1,40152,19,0,0,3770,0
2308,2326,2,5154,0,5,1,1,54657,28,0,0,3769,1
2309,2327,2,13232,0,1,1,1,8668,16,0,0,3753,1
2310,2328,0,88232,0,1,1,1,11550,5,550,3,3729,1
2311,2329,0,75526,0,4,1,1,46421,14,0,0,3712,1
2312,2330,2,53935,0,1,1,1,0,0,0,0,3743,0
2313,2331,2,18402,0,1,1,1,0,0,0,0,3746,0
2314,2332,2,24784,0,1,1,1,100,1,0,0,3729,0
2315,2333,0,62903,0,3,1,1,16434,13,0,0,3732,0
2316,2334,0,80272,0,4,1,1,34744,14,550,2,3728,1
2317,2335,2,10458,0,1,2,1,10458,12,0,0,3726,0
2318,2336,4,188184,0,4,1,1,32170,13,0,0,3707,1
2319,2337,0,83524,0,4,1,1,43152,18,0,0,3694,0
2320,2338,2,10794,0,1,1,1,0,0,0,0,3712,0
2321,2339,2,49807,0,2,1,1,6393,20,0,0,3718,0
2322,2340,2,18266,0,3,1,1,12254,15,0,0,3713,1
2323,2341,0,87851,0,4,1,1,28969,17,0,0,4026,0
2324,2342,2,32991,0,1,1,1,1230,6,0,0,3693,0
2325,2343,2,28677,0,1,1,1,215,3,0,0,3699,0
2326,2344,0,103809,0,3,1,1,16776,14,0,0,3699,0
2327,2345,2,417,0,1,1,1,3000,1,0,0,3670,1
2328,2346,2,8859,0,3,1,1,11998,13,0,0,3690,1
2329,2347,2,26896,0,1,1,1,5364,15,0,0,3685,0
2330,2348,2,16986,0,1,1,1,0,0,0,0,3676,0
2331,2349,2,25530,0,3,1,1,25131,17,0,0,3677,1
2332,2350,0,77067,0,4,1,1,40129,15,0,0,3671,0
2333,2351,2,6350,0,1,1,1,0,0,0,0,3657,0
2334,2352,0,76118,0,5,1,1,79154,41,1992,2,3621,1
2335,2353,2,40420,0,2,1,1,8649,14,0,0,3651,0
2336,2354,2,30178,0,3,1,1,14422,15,0,0,3656,1
2337,2355,2,15088,0,1,1,1,0,0,0,0,3650,0
2338,2356,0,138020,0,3,1,1,16449,17,500,1,3637,1
2339,2357,2,27310,0,3,1,1,15537,16,500,1,3623,1
2340,2358,0,109131,0,3,1,1,17481,17,150,1,3622,0
2341,2359,2,35356,0,3,1,1,18520,15,300,1,3637,1
2342,2360,2,33466,0,1,1,1,355,3,0,0,3592,0
2343,2361,1,350608,0,4,1,1,50988,26,2643,5,3630,0
2344,2362,2,42107,888,1,1,1,3600,4,1000,2,3607,1
2345,2363,0,74796,0,3,1,1,19710,15,400,1,3616,1
2346,2364,2,26129,0,3,1,1,20265,17,0,0,3629,1
2347,2365,2,30893,0,1,1,1,0,0,0,0,3623,0
2348,2366,2,9445,0,1,1,1,1000,2,1000,2,3613,0
2349,2367,2,52965,0,1,1,1,500,1,0,0,3606,0
2350,2368,2,19516,0,3,1,1,17696,16,0,0,3593,1
2351,2369,0,106378,0,4,1,1,56007,14,0,0,3607,0
2352,2370,2,22201,0,4,1,1,51278,16,350,1,3602,1
2353,2371,0,73378,0,3,1,1,13607,14,0,0,3599,0
2354,2372,2,50193,0,1,1,1,12263,3,0,0,3596,0
2355,2373,4,165144,0,3,1,1,24156,14,0,0,3581,0
2356,2374,2,53556,0,1,1,1,0,0,0,0,3575,0
2357,2375,2,18387,0,4,1,1,40560,19,800,2,3588,1
2358,2376,2,28577,0,4,1,1,48564,14,0,0,3586,1
2359,2377,2,55417,0,4,1,1,37127,31,0,0,3575,0
2360,2378,0,142244,0,3,1,1,12325,13,0,0,3578,0
2361,2379,2,23139,0,2,1,1,8156,14,0,0,3578,0
2362,2380,0,146232,0,5,1,1,83783,19,375,1,3566,1
2363,2381,2,35323,0,1,1,1,1875,8,0,0,3553,0
2364,2382,0,108081,0,5,1,5,217006,24,0,0,3567,1
2365,2383,2,1021,0,1,1,1,100,1,0,0,3553,0
2366,2384,0,120345,0,4,1,1,38323,17,650,2,3544,1
2367,2385,2,11593,0,2,1,1,9055,16,0,0,3558,1
2368,2386,0,68180,0,1,1,1,2044,9,0,0,3550,0
2369,2387,2,26605,0,1,1,1,3704,11,0,0,3543,0
2370,2388,2,17920,0,1,1,1,3250,18,0,0,3546,0
2371,2389,0,85156,0,1,1,1,133,5,0,0,3550,0
2372,2390,2,9005,0,1,1,1,520,1,0,0,3531,0
2373,2391,2,55404,0,2,1,1,10613,15,500,1,3531,1
2374,2392,2,42584,0,1,1,1,841,6,0,0,3526,0
2375,2393,0,92843,0,1,1,1,27650,29,9150,26,3530,1
2376,2394,2,51082,0,4,1,1,40878,13,0,0,3524,1
2377,2395,2,18727,0,1,1,1,0,0,0,0,3524,0
2378,2396,4,212029,0,4,1,1,43162,19,0,0,3518,0
2379,2397,2,48806,0,1,1,1,12600,10,2500,8,3502,1
2380,2398,2,15610,0,1,1,1,0,0,0,0,3508,0
2381,2399,2,46876,0,1,1,1,9680,7,0,0,3498,1
2382,2400,2,14075,0,1,1,1,4286,15,0,0,3513,0
2383,2401,2,59895,0,1,1,1,10500,4,0,0,3497,1
2384,2402,2,25936,0,1,1,1,0,0,0,0,3495,0
2385,2403,0,134318,0,1,1,1,333,3,258,1,3488,0
2386,2404,2,32807,0,1,1,1,17259,4,0,0,3482,0
2387,2405,2,38591,0,2,1,1,11039,18,0,0,3488,1
2388,2406,2,48958,0,3,1,1,24430,5,0,0,3483,0
2389,2407,2,10710,0,1,1,1,1000,1,0,0,3460,0
2390,2408,2,60349,0,2,1,1,10350,18,0,0,3468,1
2391,2409,2,9453,0,1,1,1,2585,5,0,0,3463,0
2392,2410,0,60867,0,4,1,1,41345,18,0,0,3454,0
2393,2411,2,27590,0,1,1,1,100,1,0,0,3455,0
2394,2412,0,100069,0,3,1,1,18745,13,0,0,3454,0
2395,2413,2,27820,0,1,1,1,3005,11,0,0,3454,0
2396,2414,2,20503,0,1,1,1,520,3,0,0,3445,0
2397,2415,0,137371,0,1,1,1,4977,6,1977,4,3447,0
2398,2416,2,12950,0,2,1,1,12798,18,195,1,3432,1
2399,2417,2,25207,957,2,1,1,6883,13,0,0,3440,1
2400,2418,2,17088,0,1,1,1,0,0,0,0,3510,0
2401,2420,2,24100,0,3,1,1,26674,23,2300,7,3421,1
2402,2421,0,101632,0,4,1,1,48658,14,0,0,3432,1
2403,2422,4,233449,0,3,1,1,21274,18,0,0,3419,1
2404,2423,2,45257,0,1,1,1,3625,7,0,0,3417,0
2405,2424,2,626,0,1,1,1,626,1,0,0,3393,0
2406,2425,2,18272,0,1,1,1,2920,5,0,0,3405,0
2407,2426,2,10756,0,1,1,1,1375,4,0,0,3104,0
2408,2427,4,161281,0,1,1,1,6321,8,175,1,3399,0
2409,2428,0,75680,0,3,1,1,23159,14,0,0,3397,0
2410,2429,0,59839,0,3,1,1,26962,18,0,0,3404,0
2411,2430,4,201259,0,4,1,1,40755,34,0,0,3398,1
2412,2431,0,101772,0,3,1,1,26480,17,1000,2,3396,1
2413,2432,4,190674,4704,5,1,1,104159,33,4754,15,3396,1
2414,2433,2,1452,0,1,1,1,2375,5,0,0,3396,1
2415,2434,2,30902,0,1,1,1,4175,12,50,1,3384,0
2416,2435,0,65458,1000,3,1,1,28356,24,1100,3,3382,1
2417,2436,0,114067,0,4,1,1,42569,23,0,0,3336,0
2418,2437,0,93371,0,4,1,1,55338,20,0,0,3382,0
2419,2438,2,20207,0,1,1,1,3033,12,0,0,3370,0
2420,2439,2,41040,0,5,1,1,66292,14,200,2,3372,1
2421,2440,2,41062,0,1,2,1,8275,11,0,0,3356,0
2422,2441,4,208825,0,4,1,1,42007,23,0,0,3369,0
2423,2442,0,81087,0,3,1,1,18971,12,0,0,3362,0
2424,2443,2,14336,0,1,1,1,0,0,0,0,3349,0
